reagan	PERSON	consp	file
tesla	PERSON	consp	file
canada	GPE	consp	file
north pole	LOC	consp	file
mccarthy	PERSON	consp	file
new york	GPE	consp	file
sun	LOC	consp	file
egyptian	NORP	consp	file
japanese	NORP	consp	file
tesla	PERSON	consp	file
british	NORP	consp	file
north treaty	LOC	consp	file
freemasons	NORP	consp	file
beethoven	PERSON	consp	file
russian	NORP	consp	file
vatican	GPE	consp	file
cia	ORG	consp	file
japanese	NORP	consp	file
cia	ORG	consp	file
egyptian	NORP	consp	file
tesla	PERSON	consp	file
egyptian	NORP	consp	file
ufo	EVENT	consp	file
reagan	PERSON	consp	file
cia	ORG	consp	file
majic	ORG	consp	file
reagan	PERSON	consp	file
british	NORP	consp	file
british	NORP	consp	file
cia	ORG	consp	file
indian	NORP	consp	file
british	NORP	consp	file
british	NORP	consp	file
british	NORP	consp	file
british	NORP	consp	file
russian	NORP	consp	file
ufo	EVENT	consp	file
sun	LOC	consp	file
zionist	NORP	consp	file
japanese	NORP	conspire	file
japanese	NORP	conspire	file
japanese	NORP	conspire	file
japanese	NORP	conspire	file
japanese	NORP	conspire	file
japanese	NORP	conspire	file
japanese	NORP	conspire	file
japanese	NORP	conspire	file
japanese	NORP	conspire	file
japanese	NORP	conspire	file
japanese	NORP	conspire	file
japanese	NORP	conspire	file
cia	ORG	contra	file
columbia	GPE	contra	file
cia	ORG	contra	file
cia	ORG	contra	file
owen	PERSON	contra	file
north	LOC	contra	file
cia	ORG	contrcia	file
north	LOC	contrcia	file
cia	ORG	contrcia	file
reagan	PERSON	contrcia	file
north	LOC	contrcia	file
owen	PERSON	contrcia	file
owen	PERSON	contrcia	file
owen	PERSON	contrcia	file
cia	ORG	contrcia	file
clines	PERSON	contrcia	file
cia	ORG	contrcia	file
cia	ORG	contrcia	file
cia	ORG	contrcia	file
cia	ORG	contrcia	file
cia	ORG	contrcia	file
clines	PERSON	contrcia	file
cia	ORG	contrcia	file
clines	PERSON	contrcia	file
egyptian	NORP	contrcia	file
cia	ORG	contrcia	file
nicaraguan	NORP	contrcia	file
cia	ORG	contrcia	file
north	LOC	contrcia	file
cia	ORG	contrcia	file
columbia	GPE	contrcia	file
columbia	GPE	contrcia	file
reagan	PERSON	contrcia	file
clines	PERSON	contrcia	file
cia	ORG	contrcia	file
clines	PERSON	contrcia	file
cia	ORG	contrcia	file
cuban	NORP	contrcia	file
clines	PERSON	contrcia	file
cia	ORG	contrcia	file
clines	PERSON	contrcia	file
clines	PERSON	contrcia	file
meo	NORP	contrcia	file
north	LOC	contrcia	file
clines	PERSON	contrcia	file
cia	ORG	contrcia	file
cia	ORG	contrcia	file
new york city	GPE	control	file
beethoven	PERSON	control	file
clinton	PERSON	corpdem	file
new york	GPE	corpdem	file
clinton	PERSON	corpdem	file
clinton	PERSON	corpdem	file
clinton	PERSON	corpdem	file
clinton	PERSON	corpdem	file
clinton	PERSON	corpdem	file
african	NORP	corpdem	file
clinton	PERSON	corpdem	file
haitian	NORP	corpdem	file
cia	ORG	cotd9311	file
russians	NORP	cotd9311	file
cia	ORG	cotd9311	file
cia	ORG	cotd9311	file
cia	ORG	cotd9311	file
montreal	GPE	cotd9311	file
cia	ORG	cotd9311	file
cia	ORG	cotd9311	file
cia	ORG	cotd9311	file
cia	ORG	cotd9311	file
cia	ORG	cowtown	file
cia	ORG	cowtown	file
cuban	NORP	cowtown	file
cuban	NORP	cowtown	file
cia	ORG	cowtown	file
cia	ORG	cowtown	file
cia	ORG	cowtown	file
cia	ORG	cowtown	file
cia	ORG	cowtown	file
cia	ORG	cowtown	file
fbi	ORG	cowtown	file
broadway	LOC	cowtown	file
broadway	LOC	cowtown	file
broadway	LOC	cowtown	file
cia	ORG	cowtown	file
cia	ORG	cowtown	file
new york	GPE	cowtown	file
fbi	ORG	cowtown	file
new york	GPE	cowtown	file
ufos	EVENT	crybaby	file
owen	PERSON	crybaby	file
new york	GPE	crybaby	file
new york	GPE	crybaby	file
buffalo	GPE	crybaby	file
ufos	EVENT	crybaby	file
events	EVENT	crybaby	file
north pole	LOC	crybaby	file
new york times	ORG	crybaby	file
north pole	LOC	crybaby	file
baltimore	GPE	crybaby	file
baltimore	GPE	crybaby	file
sun	LOC	crybaby	file
british	NORP	crybaby	file
sun	LOC	crybaby	file
new york times	ORG	crybaby	file
baltimore	GPE	crybaby	file
cia	ORG	dallas	file
cia	ORG	dallas	file
cia	ORG	dallas	file
cia	ORG	dallas	file
cubans	NORP	dallas	file
fbi	ORG	dallas	file
cia	ORG	dallas	file
mcgovern	PERSON	dallas	file
fbi	ORG	dallas	file
fbi	ORG	dallas	file
fbi	ORG	dallas	file
fbi	ORG	dallas	file
fbi	ORG	dallas	file
zapruder	PERSON	dallas	file
zapruder	PERSON	dallas	file
fbi	ORG	dallas	file
fbi	ORG	dallas	file
zapruder	PERSON	dallas	file
fbi	ORG	dallas	file
zapruder	PERSON	dallas	file
zapruder	PERSON	dallas	file
fbi	ORG	dallas	file
zapruder	PERSON	dallas	file
zapruder	PERSON	dallas	file
cia	ORG	dallas	file
fbi	ORG	dallas	file
fbi	ORG	dallas	file
zapruder	PERSON	dallas	file
zapruder	PERSON	dallas	file
zapruder	PERSON	dallas	file
zapruder	PERSON	dallas	file
fbi	ORG	dallas	file
zapruder	PERSON	dallas	file
fbi	ORG	dallas	file
zapruder	PERSON	dallas	file
fbi	ORG	dallas	file
fbi	ORG	dallas	file
fbi	ORG	dallas	file
fbi	ORG	dallas	file
zapruder	PERSON	dallas	file
zapruder	PERSON	dallas	file
russian	NORP	dallas	file
mcdonald	PERSON	dallas	file
fbi	ORG	dallas	file
abc	ORG	dallas	file
zapruder	PERSON	dallas	file
zapruder	PERSON	dallas	file
zapruder	PERSON	dallas	file
sun	LOC	dark1	file
sun	LOC	dark1	file
sun	LOC	dark1	file
sun	LOC	dark1	file
sun	LOC	dark1	file
sun	LOC	dark1	file
sun	LOC	dark1	file
sun	LOC	dark1	file
indians	NORP	dark1	file
reynolds	PERSON	deaths	file
cia	ORG	deaths	file
cia	ORG	deaths	file
fbi	ORG	deaths	file
cia	ORG	deaths	file
cia	ORG	deaths	file
cia	ORG	deaths	file
cia	ORG	deaths	file
cia	ORG	deaths	file
mcdonald	PERSON	deaths	file
reynolds	PERSON	deaths	file
cia	ORG	deaths	file
fbi	ORG	deaths	file
cia	ORG	deaths	file
zapruder	PERSON	deaths	file
cia	ORG	deaths	file
fbi	ORG	deaths	file
cubans	NORP	deaths	file
cuban	NORP	deaths	file
reynolds	PERSON	deaths	file
mcdonald	PERSON	deaths	file
zapruder	PERSON	deaths	file
cia	ORG	deaths	file
cia	ORG	deaths	file
cubans	NORP	deaths	file
fbi	ORG	deaths	file
cia	ORG	deaths	file
cia	ORG	deaths	file
cia	ORG	deaths	file
cia	ORG	deaths	file
cia	ORG	deaths	file
cia	ORG	deaths	file
cia	ORG	deaths	file
fbi	ORG	deaths	file
fbi	ORG	deaths	file
fbi	ORG	deaths	file
fbi	ORG	deaths	file
cuban	NORP	deaths	file
cia	ORG	deaths	file
cia	ORG	deaths	file
fbi	ORG	deaths	file
new york	GPE	deaths	file
cia	ORG	deaths	file
cubans	NORP	deaths	file
cia	ORG	deaths	file
cuban	NORP	deaths	file
cubans	NORP	deaths	file
fbi	ORG	deaths	file
fbi	ORG	deaths	file
fbi	ORG	deaths	file
fbi	ORG	deaths	file
fbi	ORG	deaths	file
fbi	ORG	deaths	file
fbi	ORG	deaths	file
fbi	ORG	deaths	file
fbi	ORG	deaths	file
sundry	LOC	deskgen	file
new york city	GPE	dictator	file
new york	GPE	dictator	file
indians	NORP	dictator	file
indians	NORP	dictator	file
indians	NORP	dictator	file
indians	NORP	dictator	file
japanese	NORP	dictator	file
fbi	ORG	dictator	file
japanese	NORP	dictator	file
japanese	NORP	dictator	file
japanese	NORP	dictator	file
japanese	NORP	dictator	file
fbi	ORG	dictator	file
cia	ORG	dicthere	file
fbi	ORG	diplomat	file
fbi	ORG	diplomat	file
north korea	LOC	diplomat	file
canada	GPE	diseas	file
sunburst	LOC	dpalma5	file
sunburst	LOC	dpalma5	file
sunburst	LOC	dpalma5	file
sunburst	LOC	dpalma5	file
sunburst	LOC	dpalma5	file
sunburst	LOC	dpalma5	file
sunburst	LOC	dpalma5	file
sunburst	LOC	dpalma5	file
sunburst	LOC	dpalma5	file
maxwell	PERSON	dpalma5	file
sunburst	LOC	dpalma5	file
sunburst	LOC	dpalma5	file
new york	GPE	drug-cia	file
clinton	PERSON	drug-cia	file
cia	ORG	drug-cia	file
cia	ORG	drug-cia	file
cia	ORG	drug-cia	file
clinton	PERSON	drug-cia	file
north	LOC	drug-cia	file
clinton	PERSON	drug-cia	file
clinton	PERSON	drug-cia	file
clinton	PERSON	drug-cia	file
cia	ORG	drug-cia	file
cia	ORG	drug-cia	file
cia	ORG	drug-cia	file
cia	ORG	drug-cia	file
cia	ORG	drug-cia	file
clinton	PERSON	drug-cia	file
clinton	PERSON	drug-cia	file
clinton	PERSON	drug-cia	file
clinton	PERSON	drug-cia	file
clinton	PERSON	drug-cia	file
clinton	PERSON	drug-cia	file
clinton	PERSON	drug-cia	file
clinton	PERSON	drug-cia	file
clinton	PERSON	drug-cia	file
clinton	PERSON	drug-cia	file
clinton	PERSON	drug-cia	file
clinton	PERSON	drug-cia	file
clinton	PERSON	drug-cia	file
clinton	PERSON	drug-cia	file
cia	ORG	drug-cia	file
cia	ORG	drug-cia	file
cia	ORG	drug-cia	file
clinton	PERSON	drug-cia	file
new york	GPE	drug-cia	file
clinton	PERSON	drug-cia	file
clinton	PERSON	drug-cia	file
clinton	PERSON	drug-cia	file
clinton	PERSON	drug-cia	file
clinton	PERSON	drug-cia	file
clinton	PERSON	drug-cia	file
north	LOC	drugrunr	file
north	LOC	drugrunr	file
reagan	PERSON	drugrunr	file
north	LOC	drugrunr	file
north	LOC	drugrunr	file
north	LOC	drugrunr	file
north	LOC	drugrunr	file
cuban	NORP	drugrunr	file
north	LOC	drugrunr	file
north	LOC	drugrunr	file
north	LOC	drugrunr	file
north	LOC	drugrunr	file
cuban	NORP	drugrunr	file
columbian	GPE	drugrunr	file
cuban	NORP	drugrunr	file
north	LOC	drugrunr	file
cuban	NORP	drugrunr	file
north	LOC	drugrunr	file
columbian	GPE	drugrunr	file
columbian	GPE	drugrunr	file
cuban	NORP	drugrunr	file
cuban	NORP	drugrunr	file
cuban	NORP	drugrunr	file
columbian	GPE	drugrunr	file
columbia	GPE	drugrunr	file
cia	ORG	drugrunr	file
cia	ORG	drugrunr	file
cia	ORG	drugrunr	file
cuban	NORP	drugrunr	file
fbi	ORG	drugrunr	file
fbi	ORG	drugrunr	file
fbi	ORG	drugrunr	file
cia	ORG	drugrunr	file
baltimore	GPE	drugrunr	file
sun	LOC	drugrunr	file
christian	NORP	evol-110	file
sunn	LOC	evol-110	file
beach	PERSON	evol-110	file
canada	GPE	evol-110	file
albuquerque	GPE	evol-110	file
albuquerque	GPE	evol-110	file
japanese	NORP	evol-110	file
patriotic	NORP	evol-110	file
christian	NORP	evol-110	file
christian	NORP	evol-110	file
new york	GPE	exec_ord	file
indian	NORP	exec_ord	file
pennsylvania	GPE	exec_ord	file
patriots	NORP	exec_ord	file
new york	GPE	exec_ord	file
new york city	GPE	exec_ord	file
pennsylvania	GPE	exec_ord	file
columbia	GPE	exec_ord	file
north carolina	LOC	exec_ord	file
indian	NORP	exec_ord	file
north dakota	LOC	exec_ord	file
reynolds	PERSON	exec_ord	file
caib	ORG	exec_ord	file
reynolds	PERSON	exec_ord	file
cia	ORG	exec_ord	file
cia	ORG	exec_ord	file
cia	ORG	exec_ord	file
cia	ORG	exec_ord	file
new york	GPE	exec_ord	file
new york times	ORG	exec_ord	file
reynolds	PERSON	exec_ord	file
caib	ORG	exec_ord	file
reynolds	PERSON	exec_ord	file
new york times	ORG	exec_ord	file
gramm	PERSON	exec_ord	file
reagan	PERSON	exec_ord	file
patriot	NORP	exec_ord	file
new york	GPE	exec_ord	file
fbi	ORG	exec_ord	file
fbi	ORG	exec_ord	file
new york	GPE	exec_ord	file
pennsylvania	GPE	exec_ord	file
cia	ORG	exec_ord	file
new york times	ORG	exec_ord	file
reagan	PERSON	exec_ord	file
new york	GPE	exec_ord	file
new york times	ORG	exec_ord	file
new york times	ORG	exec_ord	file
fbi	ORG	exec_ord	file
caib	ORG	exec_ord	file
new york	GPE	exec_ord	file
new york times	ORG	exec_ord	file
new york times	ORG	exec_ord	file
cia	ORG	exec_ord	file
cuban	NORP	exec_ord	file
cia	ORG	exec_ord	file
cia	ORG	exec_ord	file
cia	ORG	exec_ord	file
caib	ORG	exec_ord	file
cia	ORG	exec_ord	file
cia	ORG	exec_ord	file
cia	ORG	exec_ord	file
cuban	NORP	exec_ord	file
cia	ORG	exec_ord	file
cia	ORG	exec_ord	file
cia	ORG	exec_ord	file
caib	ORG	exec_ord	file
northern ireland	LOC	exec_ord	file
cia	ORG	exec_ord	file
cia	ORG	exec_ord	file
caib	ORG	exec_ord	file
cia	ORG	exec_ord	file
cuban	NORP	exec_ord	file
cia	ORG	exec_ord	file
cia	ORG	exec_ord	file
cia	ORG	exec_ord	file
african	NORP	exec_ord	file
cia	ORG	exec_ord	file
indian	NORP	exec_ord	file
moon	LOC	exec_ord	file
vatican	GPE	exec_ord	file
wacl	ORG	exec_ord	file
new york times	ORG	exec_ord	file
cia	ORG	exec_ord	file
mkultra	ORG	exec_ord	file
canada	GPE	exec_ord	file
cia	ORG	exec_ord	file
cia	ORG	exec_ord	file
fbi	ORG	exec_ord	file
cia	ORG	exec_ord	file
caib	ORG	exec_ord	file
cia	ORG	exec_ord	file
cia	ORG	exec_ord	file
nicaraguan	NORP	exec_ord	file
african	NORP	exec_ord	file
cia	ORG	exec_ord	file
cia	ORG	exec_ord	file
fbi	ORG	exec_ord	file
north next	LOC	exec_ord	file
canada	GPE	exec_ord	file
cia	ORG	exec_ord	file
cia	ORG	exec_ord	file
cia	ORG	exec_ord	file
cia	ORG	exec_ord	file
canada	GPE	exec_ord	file
caib	ORG	exec_ord	file
north	LOC	exec_ord	file
north	LOC	exec_ord	file
cia	ORG	exec_ord	file
north	LOC	exec_ord	file
reagan	PERSON	exec_ord	file
north	LOC	exec_ord	file
reagan	PERSON	exec_ord	file
reynolds	PERSON	exec_ord	file
reynolds	PERSON	exec_ord	file
reynolds	PERSON	exec_ord	file
reynolds	PERSON	exec_ord	file
reynolds	PERSON	exec_ord	file
reagan	PERSON	exec_ord	file
reagan	PERSON	exec_ord	file
reagan	PERSON	exec_ord	file
reynolds	PERSON	exec_ord	file
cia	ORG	exec_ord	file
cia	ORG	exec_ord	file
reagan	PERSON	exec_ord	file
reynolds	PERSON	exec_ord	file
reynolds	PERSON	exec_ord	file
reynolds	PERSON	exec_ord	file
reynolds	PERSON	exec_ord	file
reynolds	PERSON	exec_ord	file
cia	ORG	exec_ord	file
cia	ORG	exec_ord	file
new york times	ORG	exec_ord	file
fbi	ORG	exec_ord	file
ufos	EVENT	exec_ord	file
russian	NORP	exec_ord	file
reagan	PERSON	exec_ord	file
cia	ORG	exec_ord	file
fbi	ORG	exec_ord	file
reagan	PERSON	exec_ord	file
reagan	PERSON	exec_ord	file
cia	ORG	exec_ord	file
north command	LOC	exec_ord	file
nstac	ORG	exec_ord	file
reagan	PERSON	exec_ord	file
nstac	ORG	exec_ord	file
new york	GPE	executiv	file
indian	NORP	executiv	file
pennsylvania	GPE	executiv	file
patriots	NORP	executiv	file
new york	GPE	executiv	file
new york city	GPE	executiv	file
pennsylvania	GPE	executiv	file
columbia	GPE	executiv	file
north carolina	LOC	executiv	file
indian	NORP	executiv	file
north dakota	LOC	executiv	file
reynolds	PERSON	executiv	file
caib	ORG	executiv	file
reynolds	PERSON	executiv	file
cia	ORG	executiv	file
cia	ORG	executiv	file
cia	ORG	executiv	file
cia	ORG	executiv	file
new york	GPE	executiv	file
new york times	ORG	executiv	file
reynolds	PERSON	executiv	file
caib	ORG	executiv	file
reynolds	PERSON	executiv	file
new york times	ORG	executiv	file
gramm	PERSON	executiv	file
reagan	PERSON	executiv	file
patriot	NORP	executiv	file
new york	GPE	executiv	file
fbi	ORG	executiv	file
fbi	ORG	executiv	file
new york	GPE	executiv	file
pennsylvania	GPE	executiv	file
cia	ORG	executiv	file
new york times	ORG	executiv	file
reagan	PERSON	executiv	file
new york	GPE	executiv	file
new york times	ORG	executiv	file
new york times	ORG	executiv	file
fbi	ORG	executiv	file
caib	ORG	executiv	file
new york	GPE	executiv	file
new york times	ORG	executiv	file
new york times	ORG	executiv	file
cia	ORG	executiv	file
cuban	NORP	executiv	file
cia	ORG	executiv	file
cia	ORG	executiv	file
cia	ORG	executiv	file
caib	ORG	executiv	file
cia	ORG	executiv	file
cia	ORG	executiv	file
cia	ORG	executiv	file
cuban	NORP	executiv	file
cia	ORG	executiv	file
cia	ORG	executiv	file
cia	ORG	executiv	file
caib	ORG	executiv	file
northern ireland	LOC	executiv	file
cia	ORG	executiv	file
cia	ORG	executiv	file
caib	ORG	executiv	file
cia	ORG	executiv	file
cuban	NORP	executiv	file
cia	ORG	executiv	file
cia	ORG	executiv	file
cia	ORG	executiv	file
african	NORP	executiv	file
cia	ORG	executiv	file
indian	NORP	executiv	file
moon	LOC	executiv	file
vatican	GPE	executiv	file
wacl	ORG	executiv	file
new york times	ORG	executiv	file
cia	ORG	executiv	file
mkultra	ORG	executiv	file
canada	GPE	executiv	file
cia	ORG	executiv	file
cia	ORG	executiv	file
fbi	ORG	executiv	file
cia	ORG	executiv	file
caib	ORG	executiv	file
cia	ORG	executiv	file
cia	ORG	executiv	file
nicaraguan	NORP	executiv	file
african	NORP	executiv	file
cia	ORG	executiv	file
cia	ORG	executiv	file
fbi	ORG	executiv	file
north next	LOC	executiv	file
canada	GPE	executiv	file
cia	ORG	executiv	file
cia	ORG	executiv	file
cia	ORG	executiv	file
cia	ORG	executiv	file
canada	GPE	executiv	file
caib	ORG	executiv	file
north	LOC	executiv	file
north	LOC	executiv	file
cia	ORG	executiv	file
north	LOC	executiv	file
reagan	PERSON	executiv	file
north	LOC	executiv	file
reagan	PERSON	executiv	file
reynolds	PERSON	executiv	file
reynolds	PERSON	executiv	file
reynolds	PERSON	executiv	file
reynolds	PERSON	executiv	file
reynolds	PERSON	executiv	file
reagan	PERSON	executiv	file
reagan	PERSON	executiv	file
reagan	PERSON	executiv	file
reynolds	PERSON	executiv	file
cia	ORG	executiv	file
cia	ORG	executiv	file
reagan	PERSON	executiv	file
reynolds	PERSON	executiv	file
reynolds	PERSON	executiv	file
reynolds	PERSON	executiv	file
reynolds	PERSON	executiv	file
reynolds	PERSON	executiv	file
cia	ORG	executiv	file
cia	ORG	executiv	file
new york times	ORG	executiv	file
fbi	ORG	executiv	file
ufos	EVENT	executiv	file
russian	NORP	executiv	file
reagan	PERSON	executiv	file
cia	ORG	executiv	file
fbi	ORG	executiv	file
reagan	PERSON	executiv	file
reagan	PERSON	executiv	file
cia	ORG	executiv	file
north command	LOC	executiv	file
nstac	ORG	executiv	file
reagan	PERSON	executiv	file
nstac	ORG	executiv	file
haitians	NORP	fakeaids	file
new york city	GPE	fakeaids	file
new york	GPE	fakeaids	file
indians	NORP	fakeaids	file
japanese	NORP	fakeaids	file
cia	ORG	fakeaids	file
new york	GPE	fakeaids	file
patriot	NORP	fakeaids	file
indian	NORP	fakeaids	file
jews	NORP	fakeaids	file
columbia	GPE	fbi-fone	file
new york	GPE	fema-1	file
indian	NORP	fema-1	file
pennsylvania	GPE	fema-1	file
patriots	NORP	fema-1	file
new york	GPE	fema-1	file
new york city	GPE	fema-1	file
pennsylvania	GPE	fema-1	file
columbia	GPE	fema-1	file
north carolina	LOC	fema-1	file
indian	NORP	fema-1	file
north dakota	LOC	fema-1	file
reynolds	PERSON	fema-1	file
caib	ORG	fema-1	file
reynolds	PERSON	fema-1	file
cia	ORG	fema-1	file
cia	ORG	fema-1	file
cia	ORG	fema-1	file
cia	ORG	fema-1	file
new york	GPE	fema-1	file
new york times	ORG	fema-1	file
reynolds	PERSON	fema-1	file
caib	ORG	fema-1	file
reynolds	PERSON	fema-1	file
new york times	ORG	fema-2	file
gramm	PERSON	fema-2	file
reagan	PERSON	fema-2	file
patriot	NORP	fema-2	file
new york	GPE	fema-2	file
fbi	ORG	fema-2	file
fbi	ORG	fema-2	file
new york	GPE	fema-2	file
pennsylvania	GPE	fema-2	file
cia	ORG	fema-2	file
new york times	ORG	fema-2	file
reagan	PERSON	fema-2	file
new york	GPE	fema-2	file
new york times	ORG	fema-2	file
new york times	ORG	fema-2	file
fbi	ORG	fema-2	file
caib	ORG	fema-2	file
new york	GPE	fema-2	file
new york times	ORG	fema-2	file
new york times	ORG	fema-2	file
cia	ORG	fema-2	file
cuban	NORP	fema-2	file
cia	ORG	fema-2	file
cia	ORG	fema-2	file
cia	ORG	fema-2	file
caib	ORG	fema-2	file
cia	ORG	fema-2	file
cia	ORG	fema-2	file
cia	ORG	fema-2	file
cuban	NORP	fema-2	file
cia	ORG	fema-2	file
cia	ORG	fema-2	file
cia	ORG	fema-2	file
caib	ORG	fema-2	file
northern	PERSON	fema-2	file
cia	ORG	fema-2	file
cia	ORG	fema-2	file
caib	ORG	fema-2	file
cia	ORG	fema-2	file
cuban	NORP	fema-2	file
cia	ORG	fema-2	file
cia	ORG	fema-2	file
cia	ORG	fema-2	file
african	NORP	fema-2	file
cia	ORG	fema-2	file
indian	NORP	fema-2	file
moon	LOC	fema-2	file
vatican	GPE	fema-2	file
wacl	ORG	fema-2	file
new york times	ORG	fema-2	file
cia	ORG	fema-2	file
mkultra	ORG	fema-2	file
canada	GPE	fema-2	file
cia	ORG	fema-2	file
cia	ORG	fema-2	file
fbi	ORG	fema-2	file
cia	ORG	fema-2	file
caib	ORG	fema-2	file
cia	ORG	fema-2	file
cia	ORG	fema-2	file
nicaraguan	NORP	fema-2	file
african	NORP	fema-2	file
cia	ORG	fema-2	file
cia	ORG	fema-2	file
fbi	ORG	fema-2	file
north next	LOC	fema-2	file
canada	GPE	fema-2	file
cia	ORG	fema-2	file
cia	ORG	fema-2	file
cia	ORG	fema-2	file
cia	ORG	fema-2	file
canada	GPE	fema-2	file
caib	ORG	fema-2	file
north	LOC	fema-3	file
north	LOC	fema-3	file
cia	ORG	fema-3	file
north	LOC	fema-3	file
reagan	PERSON	fema-3	file
north	LOC	fema-3	file
reagan	PERSON	fema-3	file
reynolds	PERSON	fema-3	file
reynolds	PERSON	fema-3	file
reynolds	PERSON	fema-3	file
reynolds	PERSON	fema-3	file
reynolds	PERSON	fema-3	file
reagan	PERSON	fema-3	file
reagan	PERSON	fema-3	file
reagan	PERSON	fema-3	file
reynolds	PERSON	fema-3	file
cia	ORG	fema-3	file
cia	ORG	fema-3	file
reagan	PERSON	fema-3	file
reynolds	PERSON	fema-3	file
reynolds	PERSON	fema-3	file
reynolds	PERSON	fema-3	file
reynolds	PERSON	fema-3	file
reynolds	PERSON	fema-3	file
cia	ORG	fema-3	file
cia	ORG	fema-3	file
new york times	ORG	fema-3	file
fbi	ORG	fema-3	file
ufos	EVENT	fema-3	file
russian	NORP	fema-3	file
reagan	PERSON	fema-3	file
cia	ORG	fema-3	file
fbi	ORG	fema-3	file
reagan	PERSON	fema-3	file
reagan	PERSON	fema-3	file
cia	ORG	fema-3	file
north command	LOC	fema-3	file
nstac	ORG	fema-3	file
reagan	PERSON	fema-3	file
nstac	ORG	fema-3	file
columbia	GPE	femabust	file
new york	GPE	femabust	file
new york	GPE	foia	file
fbi	ORG	foia	file
fbi	ORG	foia	file
fbi	ORG	foia	file
fbi	ORG	foia	file
fbi	ORG	foia	file
fbi	ORG	foia	file
fbi	ORG	foia	file
albany	GPE	foia	file
albuquerque	GPE	foia	file
anchorage	GPE	foia	file
baltimore	GPE	foia	file
buffalo	GPE	foia	file
butte	GPE	foia	file
columbia	GPE	foia	file
indianapolis	NORP	foia	file
pennsylvania	GPE	foia	file
